Transaction_ID,User_ID,Date,Transaction_Amount,Transaction_Type,Device_Type,Location,Merchant_Category,Account_Balance,Card_Type,Card_Age,Daily_Transaction_Count,Previous_Fraudulent_Activity,Fraud_Label
TXN009399,USR2157,2023-03-07,638.28,Mobile Payment,Mobile,City_2,Restaurants,52781.53,Credit,7,3,0,0
TXN009400,USR9571,2023-03-07,204.21,ATM,ATM,City_19,Healthcare,10325.93,Credit,58,2,0,0
TXN009401,USR2566,2023-03-07,901.05,Online,Desktop,City_6,Groceries,187.85,Debit,55,2,0,1
TXN009402,USR9238,2023-03-07,45.36,Mobile Payment,Mobile,City_1,Gas,10882.71,Debit,233,1,0,0
TXN009403,USR3521,2023-03-07,671.45,Online,Desktop,City_7,Travel,77039.09,Debit,35,3,0,0
TXN009404,USR1177,2023-03-07,560.04,ATM,Desktop,City_3,Travel,8261.7,Debit,5,3,1,1
TXN009405,USR3191,2023-03-07,1458.16,POS,Desktop,City_18,Entertainment,11888.16,Prepaid,13,2,0,0
TXN009406,USR8827,2023-03-07,191.35,ATM,Mobile,City_7,Entertainment,9751.29,Credit,70,4,1,0
TXN009407,USR1661,2023-03-07,892.03,Online,Desktop,City_9,Groceries,26015.89,Debit,3,4,0,0
TXN009408,USR1809,2023-03-07,129.8,Wire Transfer,Desktop,City_12,Gas,11007.67,Prepaid,13,3,0,0
TXN009409,USR8308,2023-03-07,10.0,Wire Transfer,Desktop,City_2,Groceries,2539.97,Debit,88,4,0,0
TXN009410,USR6141,2023-03-07,174.92,Online,Mobile,City_19,Gas,14190.99,Credit,15,1,0,1
TXN009411,USR3354,2023-03-07,1191.92,Online,ATM,City_7,Travel,528.32,Credit,4,2,0,1
TXN009412,USR7097,2023-03-07,323.61,ATM,Mobile,City_11,Gas,24884.85,Credit,9,2,1,0
TXN009413,USR1303,2023-03-07,258.73,ATM,ATM,City_17,Clothing,11097.83,Debit,24,5,0,0
TXN009414,USR3509,2023-03-07,1890.76,POS,Tablet,City_15,Groceries,6501.5,Debit,8,4,0,1
TXN009415,USR3312,2023-03-07,106.81,POS,Mobile,City_2,Restaurants,3407.87,Debit,49,1,0,0
TXN009416,USR7038,2023-03-07,1074.95,Mobile Payment,ATM,City_14,Clothing,15648.0,Debit,6,3,0,1
TXN009417,USR1669,2023-03-07,266.84,POS,ATM,City_17,Healthcare,2554.15,Credit,25,1,0,0
TXN009418,USR4295,2023-03-07,502.93,Online,Mobile,City_2,Restaurants,13211.93,Credit,28,3,0,0
TXN009419,USR6637,2023-03-07,558.93,Mobile Payment,Tablet,City_17,Travel,8362.43,Debit,83,4,0,1
TXN009420,USR9063,2023-03-07,201.02,Online,Desktop,City_16,Entertainment,14957.56,Debit,13,3,0,0
TXN009421,USR8915,2023-03-07,211.13,POS,Mobile,City_19,Electronics,9206.64,Credit,277,1,0,0
TXN009422,USR7990,2023-03-07,231.89,Wire Transfer,Desktop,City_20,Clothing,8333.05,Credit,133,1,0,0
TXN009423,USR4168,2023-03-07,76.19,Wire Transfer,Desktop,City_10,Entertainment,29488.83,Debit,16,2,0,0
TXN009424,USR4999,2023-03-07,1180.89,Online,Desktop,City_19,Entertainment,7522.31,Prepaid,79,2,0,0
TXN009425,USR9851,2023-03-07,181.14,POS,Desktop,City_8,Restaurants,3202.49,Debit,94,3,0,0
TXN009426,USR7253,2023-03-07,298.41,POS,Desktop,City_13,Gas,8546.75,Credit,116,5,0,0
TXN009427,USR2833,2023-03-07,236.38,POS,Desktop,City_1,Healthcare,4381.69,Credit,5,2,1,1
TXN009428,USR6327,2023-03-07,637.15,Mobile Payment,ATM,City_13,Clothing,2624.54,Debit,13,3,0,0
TXN009429,USR7520,2023-03-07,149.49,POS,ATM,City_9,Entertainment,7827.33,Debit,1,3,0,0
TXN009430,USR8100,2023-03-07,384.89,Online,ATM,City_12,Electronics,6861.45,Debit,81,5,0,0
TXN009431,USR6936,2023-03-07,280.77,ATM,Desktop,City_13,Clothing,25308.71,Debit,19,2,0,0
TXN009432,USR5519,2023-03-07,303.82,ATM,Desktop,City_5,Travel,1439.51,Credit,3,2,0,0
TXN009433,USR7525,2023-03-07,77.83,Online,Desktop,City_2,Groceries,21326.06,Prepaid,2,4,0,0
TXN009434,USR7193,2023-03-07,10.0,POS,Mobile,City_15,Gas,43182.44,Credit,5,5,0,0
TXN009435,USR6262,2023-03-07,266.54,Online,Mobile,City_10,Groceries,3668.73,Prepaid,9,4,0,1
TXN009436,USR2670,2023-03-07,565.84,Online,Desktop,City_11,Entertainment,4972.27,Debit,11,4,0,1
TXN009437,USR4358,2023-03-07,227.06,ATM,Mobile,City_2,Gas,46882.3,Credit,7,1,1,1
TXN009438,USR1975,2023-03-07,463.86,Wire Transfer,Mobile,City_6,Restaurants,18149.63,Credit,27,3,0,1
TXN009439,USR3882,2023-03-07,310.49,Online,Desktop,City_5,Electronics,42229.66,Debit,9,1,0,0
TXN009440,USR4516,2023-03-07,121.85,ATM,Desktop,City_5,Electronics,40331.1,Credit,63,1,0,0
TXN009441,USR4280,2023-03-07,417.8,Online,Mobile,City_1,Gas,6471.75,Credit,56,1,0,0
TXN009442,USR7258,2023-03-07,59.5,Mobile Payment,Mobile,City_3,Groceries,50589.25,Credit,25,1,0,0
TXN009443,USR9781,2023-03-07,36.55,Online,Mobile,City_14,Entertainment,398.59,Debit,28,2,0,0
TXN009444,USR8397,2023-03-07,163.39,Online,ATM,City_11,Healthcare,3004.35,Debit,39,4,0,0
TXN009445,USR5746,2023-03-07,347.88,Online,Desktop,City_12,Entertainment,4936.22,Credit,4,1,1,0
TXN009446,USR1470,2023-03-07,337.3,POS,Mobile,City_17,Entertainment,14172.29,Credit,16,4,0,0
TXN009447,USR5206,2023-03-07,2189.28,POS,Mobile,City_14,Groceries,31270.09,Credit,34,3,0,1
TXN009448,USR9921,2023-03-07,321.82,POS,Desktop,City_9,Entertainment,1554.77,Credit,14,2,0,0
TXN009449,USR5938,2023-03-07,5560.04,Online,Mobile,City_16,Restaurants,17654.63,Debit,163,1,0,1
TXN009450,USR4193,2023-03-07,197.93,ATM,Desktop,City_17,Groceries,6126.57,Credit,45,2,0,0
TXN009451,USR8117,2023-03-07,211.72,POS,ATM,City_17,Restaurants,40618.7,Credit,9,1,0,1
TXN009452,USR1049,2023-03-07,141.52,ATM,Desktop,City_6,Groceries,8789.85,Credit,5,1,0,1
TXN009453,USR7567,2023-03-07,281.76,ATM,Desktop,City_5,Restaurants,7864.64,Debit,48,2,0,0
TXN009454,USR4987,2023-03-07,164.48,ATM,Desktop,City_14,Groceries,11295.22,Debit,40,4,0,0
TXN009455,USR4422,2023-03-07,642.59,POS,ATM,City_6,Clothing,19346.94,Credit,27,3,0,0
TXN009456,USR5082,2023-03-07,1640.95,POS,Mobile,City_11,Electronics,267.34,Prepaid,20,4,1,1
TXN009457,USR6506,2023-03-07,125.13,Online,Mobile,City_20,Travel,2428.55,Debit,34,4,1,1
TXN009458,USR4845,2023-03-07,230.73,POS,Desktop,City_17,Electronics,28799.65,Credit,1,1,0,0
TXN009459,USR4998,2023-03-07,129.36,POS,Mobile,City_7,Restaurants,41942.95,Prepaid,24,1,0,0
TXN009460,USR2534,2023-03-07,89.54,Online,Mobile,City_5,Gas,36985.47,Credit,63,3,0,0
TXN009461,USR8211,2023-03-07,73.89,Online,Mobile,City_12,Entertainment,10504.2,Debit,30,5,0,0
TXN009462,USR5218,2023-03-07,1220.83,Online,ATM,City_2,Entertainment,23379.85,Credit,123,1,0,1
TXN009463,USR2682,2023-03-07,702.61,Wire Transfer,Desktop,City_10,Clothing,6742.74,Credit,56,4,0,1
TXN009464,USR2452,2023-03-07,6583.33,POS,Mobile,City_6,Healthcare,2466.69,Debit,49,5,0,1
TXN009465,USR8525,2023-03-07,122.84,ATM,Mobile,City_7,Entertainment,100.0,Credit,22,4,0,0
TXN009466,USR7131,2023-03-07,52.26,Online,ATM,City_15,Entertainment,21021.37,Prepaid,17,1,0,0
TXN009467,USR9529,2023-03-07,228.77,POS,Mobile,City_10,Entertainment,13377.79,Credit,33,5,0,0
TXN009468,USR6846,2023-03-07,533.23,Wire Transfer,ATM,City_6,Restaurants,87364.59,Credit,16,1,0,0
TXN009469,USR8819,2023-03-07,3094.6,ATM,Mobile,City_12,Entertainment,15425.49,Credit,187,5,1,1
TXN009470,USR6661,2023-03-07,102.77,Online,ATM,City_6,Electronics,6193.57,Debit,99,1,0,1
TXN009471,USR9242,2023-03-07,310.45,POS,ATM,City_13,Entertainment,7624.24,Credit,41,5,1,0
TXN009472,USR3489,2023-03-07,10.0,POS,Desktop,City_5,Healthcare,20596.91,Prepaid,18,1,1,0
TXN009473,USR8450,2023-03-07,203.82,POS,Tablet,City_13,Healthcare,343.5,Debit,24,2,0,0
TXN009474,USR7849,2023-03-07,204.76,ATM,ATM,City_9,Travel,15006.17,Debit,18,1,1,0
TXN009475,USR2932,2023-03-07,119.44,POS,Mobile,City_1,Groceries,7097.64,Debit,74,4,1,0
TXN009476,USR3178,2023-03-07,269.78,ATM,Desktop,City_3,Entertainment,3387.73,Debit,50,4,0,0
TXN009477,USR3320,2023-03-07,351.54,Online,Desktop,City_9,Healthcare,10750.26,Prepaid,88,1,1,0
TXN009478,USR6730,2023-03-07,84.77,Mobile Payment,ATM,City_3,Groceries,5727.26,Credit,30,3,0,0
TXN009479,USR6827,2023-03-07,178.42,Wire Transfer,ATM,City_7,Clothing,4000.59,Prepaid,154,2,0,1
TXN009480,USR8180,2023-03-07,5232.88,Online,Mobile,City_13,Electronics,14649.76,Credit,78,3,0,1
TXN009481,USR4120,2023-03-07,93.51,Online,Desktop,City_3,Electronics,25810.42,Prepaid,21,3,0,0
TXN009482,USR1882,2023-03-07,31.64,ATM,Mobile,City_2,Travel,65860.05,Prepaid,14,3,1,0
TXN009483,USR1506,2023-03-07,304.47,POS,Mobile,City_9,Entertainment,36389.76,Debit,15,4,0,0
TXN009484,USR5110,2023-03-07,121.14,Online,ATM,City_4,Electronics,8357.7,Credit,41,4,0,0
TXN009485,USR8489,2023-03-07,36.17,Wire Transfer,Mobile,City_3,Travel,11641.52,Credit,137,1,0,0
TXN009486,USR6916,2023-03-07,4353.29,Online,Mobile,City_3,Groceries,10744.68,Prepaid,65,4,0,1
TXN009487,USR6653,2023-03-07,131.8,Online,Mobile,City_4,Healthcare,8784.93,Credit,192,1,0,0
TXN009488,USR5070,2023-03-07,538.34,Mobile Payment,ATM,City_14,Groceries,20634.27,Prepaid,80,3,1,1
TXN009489,USR1550,2023-03-07,3523.2,Wire Transfer,Mobile,City_6,Restaurants,4020.65,Debit,23,3,0,1
TXN009490,USR2708,2023-03-07,769.23,Wire Transfer,Desktop,City_2,Clothing,1045.67,Credit,19,2,0,0
TXN009491,USR7073,2023-03-07,96.16,POS,ATM,City_20,Groceries,9492.35,Prepaid,55,3,0,0
TXN009492,USR7588,2023-03-07,72.22,POS,Mobile,City_17,Electronics,9474.98,Credit,7,3,0,0
TXN009493,USR9295,2023-03-07,399.39,POS,ATM,City_16,Restaurants,22733.21,Credit,55,4,0,0
TXN009494,USR5788,2023-03-07,67.66,Online,ATM,City_5,Gas,2036.29,Debit,11,4,0,0
TXN009495,USR9198,2023-03-07,118.76,ATM,Mobile,City_17,Travel,992.26,Credit,133,3,0,0
TXN009496,USR7678,2023-03-07,2135.98,ATM,ATM,City_7,Healthcare,9503.14,Credit,8,2,0,1
TXN009497,USR5893,2023-03-07,502.64,POS,Desktop,City_17,Healthcare,49287.96,Credit,141,6,0,0
TXN009498,USR5795,2023-03-07,10000.0,Online,Mobile,City_5,Groceries,1946.35,Prepaid,8,1,0,1
TXN009499,USR2993,2023-03-07,1505.41,Mobile Payment,Desktop,City_9,Entertainment,1723.88,Credit,14,2,0,1
TXN009500,USR8882,2023-03-07,446.23,POS,Mobile,City_16,Healthcare,11514.93,Credit,11,4,0,1
TXN009501,USR3339,2023-03-07,495.39,POS,Desktop,City_3,Entertainment,17717.58,Prepaid,48,4,0,0
TXN009502,USR3740,2023-03-07,263.2,POS,Tablet,City_7,Groceries,19437.83,Prepaid,1,1,0,0
TXN009503,USR1895,2023-03-07,264.94,ATM,Mobile,City_4,Healthcare,10943.23,Credit,133,2,0,0
TXN009504,USR6810,2023-03-07,82.29,Mobile Payment,ATM,City_12,Electronics,37244.6,Debit,108,4,0,0
TXN009505,USR5352,2023-03-08,857.2,Mobile Payment,Desktop,City_12,Restaurants,274.39,Credit,138,4,0,0
TXN009506,USR4563,2023-03-08,66.46,Online,Mobile,City_12,Entertainment,18008.41,Prepaid,53,2,0,0
TXN009507,USR7942,2023-03-08,84.87,POS,Tablet,City_13,Healthcare,14366.46,Credit,74,4,0,0
TXN009508,USR5707,2023-03-08,103.08,Mobile Payment,Desktop,City_3,Healthcare,9309.17,Credit,41,3,0,0
TXN009509,USR9607,2023-03-08,500.45,Online,Mobile,City_19,Clothing,203.83,Credit,277,3,0,0
TXN009510,USR4924,2023-03-08,1418.95,Wire Transfer,Mobile,City_8,Groceries,12454.57,Credit,151,1,0,0
TXN009511,USR5588,2023-03-08,593.12,Wire Transfer,Desktop,City_2,Gas,17368.01,Debit,58,4,1,0
TXN009512,USR4045,2023-03-08,530.98,Online,ATM,City_9,Gas,12529.79,Debit,43,4,0,0
TXN009513,USR5436,2023-03-08,267.94,Online,ATM,City_7,Groceries,4483.51,Credit,58,4,0,0
TXN009514,USR6654,2023-03-08,1059.76,POS,Desktop,City_20,Entertainment,28613.04,Credit,1,4,0,1
TXN009515,USR6292,2023-03-08,5869.85,Online,ATM,City_2,Healthcare,36142.66,Credit,41,1,1,1
TXN009516,USR7048,2023-03-08,222.96,ATM,ATM,City_14,Gas,8706.64,Credit,26,1,0,0
TXN009517,USR6499,2023-03-08,230.74,Mobile Payment,Mobile,City_3,Entertainment,43617.37,Debit,47,1,0,0
TXN009518,USR2859,2023-03-08,493.27,ATM,ATM,City_13,Travel,11660.17,Credit,57,2,0,0
TXN009519,USR9184,2023-03-08,374.03,POS,Desktop,City_10,Travel,9425.98,Credit,41,2,0,0
TXN009520,USR1614,2023-03-08,78.53,POS,Mobile,City_20,Healthcare,20647.59,Credit,49,2,0,0
TXN009521,USR4370,2023-03-08,248.87,POS,Mobile,City_18,Entertainment,1311.84,Prepaid,15,1,0,0
TXN009522,USR5724,2023-03-08,160.52,Online,Mobile,City_5,Healthcare,5312.66,Credit,64,4,1,0
TXN009523,USR6653,2023-03-08,149.39,POS,Mobile,City_15,Electronics,6737.66,Credit,11,2,0,0
TXN009524,USR8361,2023-03-08,358.74,Mobile Payment,Mobile,City_8,Restaurants,5625.31,Debit,175,2,1,0
TXN009525,USR6201,2023-03-08,227.96,POS,Desktop,City_12,Gas,2543.09,Prepaid,37,1,0,0
TXN009526,USR5130,2023-03-08,42.55,Online,Desktop,City_8,Gas,8464.72,Debit,32,1,1,0
TXN009527,USR5494,2023-03-08,124.52,ATM,Desktop,City_5,Healthcare,26611.02,Debit,58,2,0,0
TXN009528,USR2705,2023-03-08,200.18,POS,Mobile,City_20,Clothing,15205.65,Prepaid,119,2,0,0
TXN009529,USR5796,2023-03-08,124.43,Mobile Payment,ATM,City_3,Clothing,9612.64,Debit,171,2,1,0
TXN009530,USR9418,2023-03-08,547.83,Online,Desktop,City_20,Groceries,26068.72,Credit,57,1,0,0
TXN009531,USR4939,2023-03-08,532.16,Wire Transfer,ATM,City_2,Gas,13847.91,Credit,62,1,0,0
TXN009532,USR1240,2023-03-08,1136.59,POS,Desktop,City_4,Travel,5581.03,Debit,1,2,0,1
TXN009533,USR9281,2023-03-08,439.85,POS,Mobile,City_17,Clothing,35160.41,Debit,71,3,0,0
TXN009534,USR7886,2023-03-08,89.11,Online,Mobile,City_8,Travel,38355.75,Debit,3,1,0,1
TXN009535,USR8526,2023-03-08,243.0,ATM,Desktop,City_10,Restaurants,8135.7,Credit,6,3,1,1
TXN009536,USR1428,2023-03-08,622.25,Online,Desktop,City_19,Gas,27091.12,Debit,55,3,0,0
TXN009537,USR7027,2023-03-08,937.6,Online,Mobile,City_6,Entertainment,24833.81,Credit,12,1,0,1
TXN009538,USR6549,2023-03-08,82.7,POS,Mobile,City_15,Restaurants,12235.29,Credit,103,2,1,0
TXN009539,USR4432,2023-03-08,1691.96,ATM,Desktop,City_13,Travel,14756.86,Credit,39,2,0,0
TXN009540,USR9917,2023-03-08,205.01,POS,Mobile,City_12,Groceries,1141.42,Credit,46,4,1,0
TXN009541,USR9940,2023-03-08,1226.67,Online,Mobile,City_14,Entertainment,5723.98,Credit,55,2,0,0
TXN009542,USR9020,2023-03-08,457.73,Wire Transfer,Desktop,City_18,Gas,13066.71,Debit,75,5,0,0
TXN009543,USR3307,2023-03-08,309.38,ATM,Mobile,City_6,Gas,13683.31,Debit,28,5,0,0
TXN009544,USR7471,2023-03-08,749.42,Online,Mobile,City_11,Healthcare,17871.54,Debit,2,2,0,0
TXN009545,USR2008,2023-03-08,613.05,POS,Desktop,City_3,Groceries,48083.58,Debit,233,1,1,0
TXN009546,USR1922,2023-03-08,125.5,POS,Desktop,City_18,Healthcare,26078.47,Debit,257,1,0,0
TXN009547,USR9531,2023-03-08,502.07,POS,Tablet,City_4,Gas,47182.79,Debit,54,4,0,0
TXN009548,USR3622,2023-03-08,751.04,Wire Transfer,ATM,City_12,Travel,39105.56,Debit,29,4,1,0
TXN009549,USR8429,2023-03-08,110.51,Mobile Payment,Mobile,City_20,Entertainment,21925.71,Debit,111,3,0,0
TXN009550,USR6923,2023-03-08,201.45,Mobile Payment,Mobile,City_11,Groceries,6021.0,Credit,143,5,1,0
TXN009551,USR9814,2023-03-08,91.06,Online,Tablet,City_16,Restaurants,5724.75,Credit,61,7,0,0
TXN009552,USR7670,2023-03-08,31.05,Wire Transfer,Tablet,City_18,Restaurants,6524.87,Debit,3,7,0,0
TXN009553,USR5280,2023-03-08,181.95,ATM,Mobile,City_8,Clothing,6051.76,Credit,52,1,0,0
TXN009554,USR5464,2023-03-08,537.45,Online,ATM,City_9,Restaurants,5397.07,Credit,19,4,0,0
TXN009555,USR7489,2023-03-08,2189.44,ATM,Tablet,City_18,Healthcare,7499.21,Credit,26,3,0,0
TXN009556,USR1612,2023-03-08,631.41,POS,ATM,City_14,Electronics,2272.62,Prepaid,30,2,1,1
TXN009557,USR6727,2023-03-08,119.51,Online,Tablet,City_14,Gas,1881.61,Credit,5,1,1,0
TXN009558,USR9412,2023-03-08,347.63,Wire Transfer,ATM,City_15,Healthcare,31377.31,Debit,46,3,0,1
TXN009559,USR5234,2023-03-08,768.8,Online,Mobile,City_4,Entertainment,5652.76,Credit,2,1,0,0
TXN009560,USR3405,2023-03-08,800.34,ATM,Mobile,City_19,Groceries,2429.76,Credit,108,1,0,0
TXN009561,USR7811,2023-03-08,108.3,ATM,Tablet,City_8,Restaurants,4222.3,Debit,24,1,0,0
TXN009562,USR8047,2023-03-08,215.85,Mobile Payment,Tablet,City_12,Travel,22895.25,Credit,51,6,0,0
TXN009563,USR3992,2023-03-08,242.29,Online,Mobile,City_15,Groceries,10050.13,Prepaid,16,1,0,0
TXN009564,USR6767,2023-03-08,156.04,Online,Mobile,City_1,Entertainment,3263.58,Credit,64,6,1,0
TXN009565,USR3618,2023-03-08,559.5,Online,Desktop,City_12,Entertainment,7649.75,Debit,13,5,0,0
TXN009566,USR1566,2023-03-08,810.96,POS,Mobile,City_8,Healthcare,1533.79,Prepaid,28,3,0,1
TXN009567,USR5571,2023-03-08,703.33,Wire Transfer,Mobile,City_19,Electronics,2730.14,Debit,68,2,0,1
TXN009568,USR9278,2023-03-08,622.16,ATM,Mobile,City_15,Restaurants,37146.77,Prepaid,23,1,0,0
TXN009569,USR5159,2023-03-08,861.19,Online,Desktop,City_1,Entertainment,507.67,Credit,3,5,0,0
TXN009570,USR3883,2023-03-08,280.52,Mobile Payment,Tablet,City_3,Electronics,11209.13,Credit,261,6,0,0
TXN009571,USR9942,2023-03-08,10.0,Mobile Payment,Desktop,City_13,Healthcare,10731.21,Credit,47,4,0,0
TXN009572,USR9263,2023-03-08,557.84,POS,ATM,City_11,Gas,2036.26,Debit,116,6,1,0
TXN009573,USR5016,2023-03-08,64.49,POS,Mobile,City_3,Clothing,16026.02,Debit,126,5,0,0
TXN009574,USR1564,2023-03-08,1797.25,POS,ATM,City_18,Clothing,7143.63,Credit,35,3,0,1
TXN009575,USR4455,2023-03-08,50.0,Wire Transfer,Tablet,City_10,Groceries,4210.53,Prepaid,4,3,0,1
TXN009576,USR6939,2023-03-08,414.5,Online,Mobile,City_13,Travel,38460.37,Credit,13,12,0,0
TXN009577,USR8777,2023-03-08,2318.6,Wire Transfer,ATM,City_8,Entertainment,393.67,Credit,47,2,0,1
TXN009578,USR8754,2023-03-08,170.88,ATM,ATM,City_11,Entertainment,11946.18,Credit,12,4,0,0
TXN009579,USR6186,2023-03-08,291.17,Mobile Payment,Tablet,City_10,Electronics,6614.11,Debit,121,3,0,1
TXN009580,USR3687,2023-03-08,193.38,Online,Mobile,City_20,Restaurants,4537.55,Prepaid,300,4,0,0
TXN009581,USR9767,2023-03-08,728.79,Mobile Payment,Mobile,City_18,Electronics,21773.13,Credit,21,4,0,0
TXN009582,USR9243,2023-03-08,830.04,ATM,Desktop,City_1,Healthcare,3224.34,Credit,19,3,0,0
TXN009583,USR5587,2023-03-08,210.08,POS,Mobile,City_17,Restaurants,6130.77,Debit,110,4,0,0
TXN009584,USR5422,2023-03-08,48.09,Wire Transfer,Mobile,City_4,Gas,19930.43,Credit,7,4,0,0
TXN009585,USR3238,2023-03-08,145.22,POS,ATM,City_10,Restaurants,6554.93,Credit,123,5,0,0
TXN009586,USR5256,2023-03-08,358.5,POS,Mobile,City_3,Restaurants,1915.73,Debit,56,1,0,0
TXN009587,USR7820,2023-03-08,164.93,POS,Mobile,City_14,Restaurants,12434.88,Credit,43,2,0,0
TXN009588,USR3793,2023-03-08,747.52,POS,ATM,City_8,Healthcare,18861.58,Debit,20,2,0,0
TXN009589,USR7404,2023-03-08,208.9,Mobile Payment,Mobile,City_12,Clothing,24005.54,Debit,110,1,0,0
TXN009590,USR1863,2023-03-08,330.68,Online,Tablet,City_14,Gas,60268.79,Credit,136,3,1,0
TXN009591,USR6529,2023-03-08,347.89,Online,Mobile,City_10,Clothing,12186.55,Prepaid,144,1,0,0
TXN009592,USR8072,2023-03-08,3264.07,ATM,Mobile,City_15,Entertainment,14762.7,Debit,16,3,0,1
TXN009593,USR5658,2023-03-08,420.36,Mobile Payment,Desktop,City_8,Healthcare,1453.39,Credit,17,1,0,0
TXN009594,USR2576,2023-03-08,6475.73,Mobile Payment,Desktop,City_18,Restaurants,472.17,Debit,121,2,0,1
TXN009595,USR7138,2023-03-08,654.68,Wire Transfer,ATM,City_13,Entertainment,44045.06,Credit,54,3,1,0
TXN009596,USR5941,2023-03-08,467.2,Mobile Payment,Desktop,City_5,Electronics,4930.72,Debit,10,3,1,0
TXN009597,USR9482,2023-03-08,552.19,Wire Transfer,ATM,City_6,Restaurants,57863.7,Credit,33,3,0,0
TXN009598,USR8072,2023-03-08,532.93,Online,Mobile,City_17,Entertainment,38756.43,Debit,43,7,0,0
TXN009599,USR1883,2023-03-08,531.16,Wire Transfer,Mobile,City_5,Healthcare,8870.16,Credit,4,7,0,1
TXN009600,USR3418,2023-03-08,97.98,POS,ATM,City_7,Gas,6151.14,Credit,1,3,0,0
TXN009601,USR5324,2023-03-08,300.86,POS,Mobile,City_20,Groceries,22085.91,Debit,8,6,0,0
TXN009602,USR7994,2023-03-08,553.35,Online,Mobile,City_5,Electronics,2591.1,Credit,81,1,0,0
TXN009603,USR6498,2023-03-08,107.94,Wire Transfer,Tablet,City_7,Travel,16066.91,Credit,3,4,0,0
TXN009604,USR4275,2023-03-08,303.26,Online,Desktop,City_20,Gas,4311.66,Prepaid,58,2,0,0
TXN009605,USR9322,2023-03-08,1556.68,Mobile Payment,ATM,City_14,Groceries,69545.37,Prepaid,96,1,0,1
TXN009606,USR6689,2023-03-08,1707.01,ATM,Mobile,City_6,Travel,8142.73,Credit,33,2,0,0
TXN009607,USR8982,2023-03-08,246.83,ATM,ATM,City_7,Travel,13865.79,Credit,28,2,0,0
TXN009608,USR7603,2023-03-08,1226.01,Online,Desktop,City_5,Travel,7294.7,Credit,3,5,0,1
TXN009609,USR7563,2023-03-08,50.0,Wire Transfer,Desktop,City_3,Entertainment,30583.59,Credit,34,2,0,1
TXN009610,USR5429,2023-03-08,2510.26,Mobile Payment,Tablet,City_15,Clothing,25427.65,Credit,108,1,0,1
TXN009611,USR8461,2023-03-08,130.09,POS,Desktop,City_20,Clothing,257.71,Debit,87,6,0,0
TXN009612,USR5477,2023-03-08,594.11,POS,Mobile,City_9,Healthcare,9216.78,Credit,86,2,0,0
TXN009613,USR7492,2023-03-08,583.04,POS,Mobile,City_9,Restaurants,4015.91,Credit,47,3,1,0
TXN009614,USR5095,2023-03-08,56.02,POS,Mobile,City_3,Groceries,20739.94,Credit,10,3,1,0
TXN009615,USR9576,2023-03-08,450.13,ATM,ATM,City_12,Travel,17750.56,Prepaid,54,3,0,0
TXN009616,USR5453,2023-03-08,91.91,Wire Transfer,Tablet,City_13,Entertainment,24644.5,Credit,63,1,0,0
TXN009617,USR1134,2023-03-08,529.73,POS,Desktop,City_18,Healthcare,25913.18,Credit,18,1,0,0
TXN009618,USR7774,2023-03-08,1672.71,ATM,Desktop,City_12,Electronics,5903.21,Debit,15,3,0,0
TXN009619,USR2542,2023-03-08,895.38,Online,Desktop,City_18,Clothing,11683.69,Credit,19,2,0,0
TXN009620,USR7978,2023-03-08,506.02,POS,Tablet,City_1,Gas,7881.76,Credit,31,5,0,0
TXN009621,USR4769,2023-03-08,4988.17,Online,ATM,City_11,Electronics,33821.1,Credit,116,6,0,1
TXN009622,USR6083,2023-03-08,2589.48,Online,Mobile,City_9,Restaurants,16956.1,Prepaid,2,3,0,1
TXN009623,USR8659,2023-03-08,842.04,POS,Desktop,City_18,Groceries,60705.58,Debit,1,3,1,1
TXN009624,USR3602,2023-03-08,5241.33,POS,Mobile,City_1,Travel,51905.31,Credit,9,3,0,1
TXN009625,USR8678,2023-03-08,1207.89,Online,Mobile,City_19,Groceries,1349.74,Credit,214,4,0,0
TXN009626,USR4779,2023-03-08,4068.82,Wire Transfer,Desktop,City_3,Groceries,10124.72,Debit,9,3,1,1
TXN009627,USR9051,2023-03-08,92.96,Online,ATM,City_11,Travel,16968.82,Credit,22,2,0,0
TXN009628,USR8513,2023-03-08,2416.28,Mobile Payment,Tablet,City_4,Entertainment,9228.17,Debit,104,2,0,1
TXN009629,USR5868,2023-03-08,1770.81,Mobile Payment,Mobile,City_6,Electronics,27947.84,Prepaid,8,1,0,1
TXN009630,USR5234,2023-03-08,838.69,Mobile Payment,Desktop,City_6,Groceries,9289.01,Credit,23,2,0,0
TXN009631,USR1981,2023-03-08,300.82,POS,Desktop,City_4,Gas,3410.46,Credit,8,2,0,0
TXN009632,USR4269,2023-03-08,3540.19,ATM,Mobile,City_6,Restaurants,15504.21,Prepaid,4,4,1,1
TXN009633,USR1065,2023-03-08,40.23,POS,Desktop,City_9,Healthcare,658.13,Credit,162,5,0,0
TXN009634,USR1968,2023-03-08,2350.82,Mobile Payment,Mobile,City_20,Healthcare,42136.3,Debit,29,2,0,1
TXN009635,USR1172,2023-03-08,160.16,Online,Tablet,City_12,Gas,986.49,Debit,77,2,0,0
TXN009636,USR2567,2023-03-08,211.15,ATM,Mobile,City_7,Travel,3804.42,Credit,300,1,0,0
TXN009637,USR8809,2023-03-08,1529.22,POS,Mobile,City_14,Gas,20029.93,Debit,17,2,0,1
TXN009638,USR6077,2023-03-08,134.07,Mobile Payment,Mobile,City_6,Restaurants,12913.93,Debit,28,7,0,0
